title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
Forged Steel Fittings From India: Initiation of Countervailing Duty Investigation,Notice,Commerce Department; International Trade Administration,"", 2019-25044,https://www.federalregister.gov/documents/2019/11/21/2019-25044/forged-steel-fittings-from-india-initiation-of-countervailing-duty-investigation,https://www.govinfo.gov/content/pkg/FR-2019-11-21/pdf/2019-25044.pdf,11/21/2019
Forged Steel Fittings From India and the Republic of Korea: Initiation of Less-Than-Fair-Value Investigations,Notice,Commerce Department; International Trade Administration,"", 2019-25043,https://www.federalregister.gov/documents/2019/11/21/2019-25043/forged-steel-fittings-from-india-and-the-republic-of-korea-initiation-of-less-than-fair-value,https://www.govinfo.gov/content/pkg/FR-2019-11-21/pdf/2019-25043.pdf,11/21/2019
Circular Welded Carbon Steel Pipes and Tubes From Thailand: Final Results of Antidumping Duty Administrative Review and Final Determination of No Shipments; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) finds that circular welded carbon steel pipes and tubes (pipes and tubes) from Thailand are being, or are likely to be sold, at less than normal value during the period of review (POR), March 1, 2017 through February 28, 2018.", 2019-25048,https://www.federalregister.gov/documents/2019/11/20/2019-25048/circular-welded-carbon-steel-pipes-and-tubes-from-thailand-final-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2019-11-20/pdf/2019-25048.pdf,11/20/2019
Certain Carbon and Alloy Steel Cut-to-Length Plate From France: Final Results of Antidumping Duty Administrative Review; 2016-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) finds that the producer/ exporter subject to this administrative review made sales of subject merchandise at less than normal value during the period of review (POR) November 14, 2016 through April 30, 2018.", 2019-25155,https://www.federalregister.gov/documents/2019/11/20/2019-25155/certain-carbon-and-alloy-steel-cut-to-length-plate-from-france-final-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2019-11-20/pdf/2019-25155.pdf,11/20/2019
"Diffusion-Annealed, Nickel-Plated Flat-Rolled Steel Products From Japan: Final Results of the Antidumping Duty Administrative Review and Final Determination of No Shipments; 2017-2018",Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) finds that one of the producers/exporters subject to this administrative review did not make sales of subject merchandise at less than normal value and the other made no shipments of subject merchandise during the period of review (POR), May 1, 2017 through April 30, 2018.", 2019-25154,https://www.federalregister.gov/documents/2019/11/20/2019-25154/diffusion-annealed-nickel-plated-flat-rolled-steel-products-from-japan-final-results-of-the,https://www.govinfo.gov/content/pkg/FR-2019-11-20/pdf/2019-25154.pdf,11/20/2019
"Polyester Textured Yarn From the People's Republic of China: Final Determination of Sales at Less Than Fair Value, and Final Affirmative Determination of Critical Circumstances",Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) determines that imports of polyester textured yarn (yarn) from the People's Republic of China (China) are being, or are likely to be, sold in the United States at less than fair value (LTFV).", 2019-25088,https://www.federalregister.gov/documents/2019/11/19/2019-25088/polyester-textured-yarn-from-the-peoples-republic-of-china-final-determination-of-sales-at-less-than,https://www.govinfo.gov/content/pkg/FR-2019-11-19/pdf/2019-25088.pdf,11/19/2019
Finished Carbon Steel Flanges From Italy: Rescission of Antidumping Duty Administrative Review; 2018-2019,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) is rescinding the administrative review of the antidumping duty order on finished Carbon steel flanges (steel flanges) from Italy for the period August 1, 2018, through July 31, 2019, based on the timely withdrawal of the request for review.", 2019-24902,https://www.federalregister.gov/documents/2019/11/18/2019-24902/finished-carbon-steel-flanges-from-italy-rescission-of-antidumping-duty-administrative-review,https://www.govinfo.gov/content/pkg/FR-2019-11-18/pdf/2019-24902.pdf,11/18/2019
Certain Cold Rolled Steel Flat Products From the Republic of Korea: Preliminary Results of Antidumping Duty Administrative Review; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that Hyundai Steel Company (Hyundai) and POSCO/POSCO Daewoo Co., Ltd. (POSCO/PDW), the two companies selected for individual examination, did not sell certain cold rolled steel flat products (cold-rolled steel) from the Republic of Korea (Korea) in the United States at prices below normal value during the period of review (POR) September 1, 2017 through August 31, 2018. We invite interested parties to comment on these preliminary results.", 2019-24903,https://www.federalregister.gov/documents/2019/11/18/2019-24903/certain-cold-rolled-steel-flat-products-from-the-republic-of-korea-preliminary-results-of,https://www.govinfo.gov/content/pkg/FR-2019-11-18/pdf/2019-24903.pdf,11/18/2019
Heavy Walled Rectangular Welded Carbon Steel Pipes and Tubes From the Republic of Korea: Preliminary Results of Antidumping Duty Administrative Review; 2017-2018,Notice,Commerce Department; International Trade Administration,The Department of Commerce (Commerce) preliminarily determines that the producers/exporters subject to this administrative review made sales of subject merchandise at less than normal value (NV). Interested parties are invited to comment on these preliminary results of review., 2019-24854,https://www.federalregister.gov/documents/2019/11/18/2019-24854/heavy-walled-rectangular-welded-carbon-steel-pipes-and-tubes-from-the-republic-of-korea-preliminary,https://www.govinfo.gov/content/pkg/FR-2019-11-18/pdf/2019-24854.pdf,11/18/2019
Heavy Walled Rectangular Welded Carbon Steel Pipes and Tubes From Mexico: Preliminary Results of Antidumping Duty Administrative Review and Preliminary Determination of No Shipments; 2017-2018,Notice,Commerce Department; International Trade Administration,The Department of Commerce (Commerce) preliminarily determines that the producers/exporters subject to this administrative review made sales of subject merchandise at less than normal value (NV). Interested parties are invited to comment on these preliminary results of review., 2019-24852,https://www.federalregister.gov/documents/2019/11/18/2019-24852/heavy-walled-rectangular-welded-carbon-steel-pipes-and-tubes-from-mexico-preliminary-results-of,https://www.govinfo.gov/content/pkg/FR-2019-11-18/pdf/2019-24852.pdf,11/18/2019
Certain Oil Country Tubular Goods From the Republic of Korea: Preliminary Results of Antidumping Duty Administrative Review; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that certain oil country tubular goods (OCTG) from the Republic of Korea (Korea) are being sold in the United States at prices below normal value. The period of review (POR) is September 1, 2017 through August 31, 2018. Interested parties are invited to comment on these preliminary results.", 2019-24900,https://www.federalregister.gov/documents/2019/11/18/2019-24900/certain-oil-country-tubular-goods-from-the-republic-of-korea-preliminary-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2019-11-18/pdf/2019-24900.pdf,11/18/2019
Certain Tin Mill Products From Japan: Rescission of Antidumping Duty Administrative Review; 2018-2019,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) is rescinding the administrative review of the antidumping duty order on certain tin mill products (tin mill products) from Japan for the period of August 1, 2018, through July 31, 2019, based on the timely withdrawal of the request for review.", 2019-24901,https://www.federalregister.gov/documents/2019/11/18/2019-24901/certain-tin-mill-products-from-japan-rescission-of-antidumping-duty-administrative-review-2018-2019,https://www.govinfo.gov/content/pkg/FR-2019-11-18/pdf/2019-24901.pdf,11/18/2019
Certain Oil Country Tubular Goods From the Socialist Republic of Vietnam: Preliminary Results of Antidumping Duty Administrative Review,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that certain oil country tubular goods (OCTG) from the Socialist Republic of Vietnam (Vietnam) are being sold in the United States at less than normal value (NV) during the period of review (POR) September 1, 2017 through October 31, 2018. Interested parties are invited to comment on these preliminary results.", 2019-24764,https://www.federalregister.gov/documents/2019/11/15/2019-24764/certain-oil-country-tubular-goods-from-the-socialist-republic-of-vietnam-preliminary-results-of,https://www.govinfo.gov/content/pkg/FR-2019-11-15/pdf/2019-24764.pdf,11/15/2019
